status,card_present_flag,txn_description,merchant_id,balance,date,gender,age,merchant_suburb,merchant_state,transaction_date_time,amount,customer_id,movement,customer_longitude,customer_latitude,merchant_longitude,merchant_latitude
authorized,1,POS,c18dbd6b-599d-40fe-870d-a0bf6b4d64f6,163.59,2018-08-02,M,43,Taylors Lakes,VIC,2018-08-02 01:15:05+00:00,10.07,CUS-3142625864,debit,145.16,-37.84,144.78,-37.7
authorized,1,SALES-POS,b6dadbf2-868f-475a-bc9c-c4eed397090d,8306.12,2018-08-02,M,23,Mortdale,NSW,2018-08-02 01:52:49+00:00,35.99,CUS-1462656821,debit,151.27,-33.76,151.06,-33.97
posted,0,INTER BANK,,147.59,2018-08-02,M,43,,,2018-08-02 02:00:00+00:00,16.0,CUS-3142625864,debit,145.16,-37.84,,
authorized,1,SALES-POS,1f4c3ff2-1948-4aff-872b-9e35bde43ac9,128.21,2018-08-02,M,18,Arundel,QLD,2018-08-02 02:16:45+00:00,32.06,CUS-3336454548,debit,153.41,-28.01,153.38,-27.95
authorized,1,SALES-POS,f708d3ed-a8a7-4185-8b3c-ec53bacbe56f,58111.04,2018-08-02,M,33,Box Hill South,VIC,2018-08-02 02:43:47+00:00,43.7,CUS-3117610635,debit,145.13,-37.70,145.12,-37.83
posted,0,PAYMENT,,54980.99,2018-08-02,M,40,,,2018-08-02 03:00:00+00:00,47.0,CUS-1816693151,debit,115.83,-31.90,,
posted,0,PAYMENT,,223.93,2018-08-02,M,37,,,2018-08-02 03:00:00+00:00,52.0,CUS-2695611575,debit,153.32,-27.93,,
authorized,1,SALES-POS,fe257a32-9aaf-4689-a309-23d952424071,128.76,2018-08-02,F,30,Melbourne,VIC,2018-08-02 03:57:08+00:00,36.07,CUS-55310383,debit,149.83,-29.47,144.96,-37.82
posted,0,PAYMENT,,6630.82,2018-08-02,M,20,,,2018-08-02 04:00:00+00:00,39.0,CUS-2110742437,debit,138.56,-35.27,,
posted,0,PAYMENT,,1657.94,2018-08-02,F,41,,,2018-08-02 04:00:00+00:00,22.0,CUS-2348881191,debit,144.93,-37.79,,
authorized,1,SALES-POS,162b53e8-7a5c-4ca6-9e23-e05526f7313b,1066.35,2018-08-02,F,20,Beechboro,WA,2018-08-02 04:26:29+00:00,8.08,CUS-127297539,debit,115.79,-31.79,115.95,-31.87
authorized,1,SALES-POS,6102e64f-516d-4b51-bc28-87dbfe089f5c,15.93,2018-08-02,F,18,Southbank,VIC,2018-08-02 04:53:30+00:00,22.49,CUS-3702001629,debit,153.09,-27.48,144.97,-37.83
posted,0,PAYMENT,,4298.5,2018-08-02,M,19,,,2018-08-02 05:00:00+00:00,33.0,CUS-2317998716,debit,146.94,-36.04,,
posted,0,PAYMENT,,205.93,2018-08-02,M,37,,,2018-08-02 05:00:00+00:00,18.0,CUS-2695611575,debit,153.32,-27.93,,
posted,0,PAYMENT,,213.37,2018-08-02,F,25,,,2018-08-02 06:00:00+00:00,46.0,CUS-1669695324,debit,115.74,-31.72,,
posted,0,PAYMENT,,3117.58,2018-08-02,F,30,,,2018-08-02 06:00:00+00:00,47.0,CUS-497688347,debit,138.63,-34.93,,
authorized,1,POS,727f70ec-7434-44fd-8cd7-0583a1b07097,35305.32,2018-08-02,M,42,Bairnsdale,VIC,2018-08-02 06:28:34+00:00,17.04,CUS-3151318058,debit,144.98,-37.84,147.63,-37.83
posted,0,PAYMENT,,1580.32,2018-08-02,F,35,,,2018-08-02 07:00:00+00:00,33.0,CUS-2155701614,debit,144.96,-37.84,,
posted,0,INTER BANK,,1146.46,2018-08-02,F,19,,,2018-08-02 07:00:00+00:00,22.0,CUS-3174332735,debit,144.66,-37.91,,
posted,0,INTER BANK,,2074.79,2018-08-02,F,43,,,2018-08-02 07:00:00+00:00,197.0,CUS-4123612273,debit,144.95,-37.76,,
authorized,0,POS,e62c0cf2-08f3-42c5-bad4-6de138fd9351,50671.14,2018-08-02,M,19,West Perth,WA,2018-08-02 07:20:44+00:00,1692.56,CUS-1609060617,debit,115.90,-31.92,115.84,-31.95
authorized,1,POS,25fd0d90-dec6-4462-85a0-fcdffa6864bb,1917.11,2018-08-02,F,40,Capalaba,QLD,2018-08-02 07:57:46+00:00,46.83,CUS-1614226872,debit,153.10,-27.66,153.19,-27.53
posted,0,PAYMENT,,2031.79,2018-08-02,F,43,,,2018-08-02 08:00:00+00:00,43.0,CUS-4123612273,debit,144.95,-37.76,,
posted,0,PAYMENT,,38.55,2018-08-02,F,18,,,2018-08-02 08:00:00+00:00,151.0,CUS-586638664,debit,150.79,-33.64,,
authorized,1,POS,0a1d930e-fed4-4d23-adee-6f46a9ac8bdb,463.96,2018-08-02,F,53,Clayfield,QLD,2018-08-02 08:08:02+00:00,6.48,CUS-1005756958,debit,153.03,-27.51,153.05,-27.42
authorized,1,POS,42ade571-5972-4160-9ecb-e0162a305fee,186236.3,2018-08-02,F,40,Belrose,NSW,2018-08-02 08:16:34+00:00,108.65,CUS-527400765,debit,143.83,-37.66,151.21,-33.7
authorized,0,POS,15ceaf10-4350-41a8-b409-51e97e9bf4ab,17.44,2018-08-02,F,47,Kingsley,WA,2018-08-02 08:25:07+00:00,20.87,CUS-3716701010,debit,115.72,-32.28,115.81,-31.82
authorized,1,SALES-POS,ae5f353c-afd0-4ed5-a4e3-d8b5bf48b5ec,2293.86,2018-08-02,M,21,Adelaide,SA,2018-08-02 08:33:40+00:00,41.49,CUS-1117979751,debit,115.81,-31.82,138.6,-34.92
authorized,1,SALES-POS,f74ba6f1-102d-407b-a9e8-3008ad72cdf7,968.15,2018-08-02,F,26,Burleigh Heads,QLD,2018-08-02 08:42:13+00:00,8.11,CUS-2487424745,debit,153.41,-27.95,153.45,-28.09
authorized,1,POS,e2591002-0bb4-4adc-a30a-49e3505355b5,847.49,2018-08-02,F,24,Warwick,WA,2018-08-02 08:50:46+00:00,12.97,CUS-423725039,debit,116.00,-31.88,115.81,-31.85
authorized,1,SALES-POS,ca74915b-4aca-4bfe-9b5c-2c2193e9426e,4428.26,2018-08-02,F,39,Melbourne,VIC,2018-08-02 08:59:18+00:00,46.12,CUS-2376382098,debit,151.04,-33.80,144.96,-37.82
posted,0,PAYMENT,,16394.78,2018-08-02,F,34,,,2018-08-02 09:00:00+00:00,27.0,CUS-1196156254,debit,138.52,-35.01,,
posted,0,INTER BANK,,104.4,2018-08-02,F,21,,,2018-08-02 09:00:00+00:00,39.0,CUS-325142416,debit,130.84,-12.45,,
authorized,0,POS,4b2fbc4b-533f-4084-8cd8-02132e2acea0,842.07,2018-08-02,F,19,Wollert,VIC,2018-08-02 09:03:53+00:00,25.7,CUS-1928710999,debit,145.15,-37.76,145.03,-37.62
authorized,1,SALES-POS,7c8b371e-51b1-48a4-a112-de37dd8287ec,2986.34,2018-08-02,F,26,Kidman Park,SA,2018-08-02 09:08:08+00:00,35.6,CUS-2630892467,debit,149.03,-34.97,138.53,-34.91
authorized,1,POS,e3e28ad9-50a4-4a33-b675-bb611d49b517,1872.72,2018-08-02,F,40,Kalbarri,WA,2018-08-02 09:12:22+00:00,44.39,CUS-1614226872,debit,153.10,-27.66,114.17,-27.7
authorized,1,POS,f940d132-74b5-4a4d-9e7e-9b92ebe0570e,1845.04,2018-08-02,F,40,Greenslopes,QLD,2018-08-02 09:16:36+00:00,27.68,CUS-1614226872,debit,153.10,-27.66,153.05,-27.51
authorized,1,POS,62b17722-b7a4-4cbe-a004-4627f928bdb9,1826.34,2018-08-02,F,40,Coffs Harbour,NSW,2018-08-02 09:25:05+00:00,18.7,CUS-1614226872,debit,153.10,-27.66,153.11,-30.3
authorized,1,SALES-POS,df148a2c-f28b-46cd-bf67-06c07620ee35,1816.34,2018-08-02,F,40,Caffey,QLD,2018-08-02 09:29:19+00:00,10.0,CUS-1614226872,debit,153.10,-27.66,152.22,-27.7
authorized,1,SALES-POS,9a41612f-8ad3-4211-8546-4ef3c4063d7f,50657.65,2018-08-02,M,19,Perth,WA,2018-08-02 09:33:33+00:00,13.49,CUS-1609060617,debit,115.90,-31.92,115.86,-31.95
authorized,0,SALES-POS,6f46d443-1411-4315-bf87-9e7dd1a14f04,344.8,2018-08-02,F,21,Doncaster,VIC,2018-08-02 09:37:47+00:00,20.26,CUS-134193016,debit,145.06,-37.95,145.13,-37.79
authorized,1,POS,2b8320d0-06eb-46af-96d4-b4af7128ae91,956.92,2018-08-02,F,26,Labrador,QLD,2018-08-02 09:46:16+00:00,11.23,CUS-2487424745,debit,153.41,-27.95,153.4,-27.97
authorized,1,POS,68ba666f-fcef-45e2-be45-efed62c99653,1035.55,2018-08-02,M,44,Rye,VIC,2018-08-02 09:50:30+00:00,31.81,CUS-1892177589,debit,144.79,-37.73,144.82,-38.37
authorized,1,SALES-POS,6a7723ac-8d34-4c11-a889-86425efdc1d5,949.22,2018-08-02,F,26,Ormeau,QLD,2018-08-02 09:54:44+00:00,7.7,CUS-2487424745,debit,153.41,-27.95,153.24,-27.76
authorized,1,SALES-POS,a6dffbca-a78e-482a-bfe4-ee7ef065c1c3,2285.02,2018-08-02,M,21,Melville,WA,2018-08-02 09:58:58+00:00,8.84,CUS-1117979751,debit,115.81,-31.82,115.79,-32.05
authorized,1,POS,3a5629b1-d175-4133-b944-2c178bd78f69,49743.84,2018-08-02,M,78,East Melbourne,VIC,2018-08-02 10:12:40+00:00,12.37,CUS-1646183815,debit,145.09,-37.82,144.97,-37.81
authorized,1,SALES-POS,092cf080-71f6-45f7-a423-23fb0fdc91d7,159.66,2018-08-02,F,64,Mount Beauty,VIC,2018-08-02 10:29:20+00:00,31.5,CUS-1654129794,debit,147.31,-42.88,147.17,-36.74
authorized,1,SALES-POS,d3e8e9ea-1e27-44bf-9574-7164c8e31fa7,521.73,2018-08-02,F,24,Narre Warren,VIC,2018-08-02 10:46:00+00:00,17.12,CUS-3378712515,debit,145.45,-37.74,145.31,-38.02
posted,0,PAYMENT,,2476.66,2018-08-02,M,24,,,2018-08-02 11:00:00+00:00,41.0,CUS-1433879684,debit,145.00,-37.83,,
posted,0,PAY/SALARY,,3907.05,2018-08-02,F,26,,,2018-08-02 11:00:00+00:00,920.71,CUS-2630892467,credit,149.03,-34.97,,
posted,0,INTER BANK,,1667.91,2018-08-02,M,20,,,2018-08-02 11:00:00+00:00,24.0,CUS-2688605418,debit,151.22,-33.87,,
authorized,1,POS,a2d499f3-f376-4a70-8162-6117289e268e,16373.36,2018-08-02,F,34,Unley,SA,2018-08-02 11:00:54+00:00,21.42,CUS-1196156254,debit,138.52,-35.01,138.61,-34.95
authorized,1,POS,3ae539ca-2824-413c-b978-e87360b047ea,941.23,2018-08-02,F,26,Runaway Bay,QLD,2018-08-02 11:06:35+00:00,7.99,CUS-2487424745,debit,153.41,-27.95,153.4,-27.91
authorized,1,SALES-POS,ba6beee7-3cb0-49af-8d8f-d82fa84eac35,931.76,2018-08-02,F,26,Byron Bay,NSW,2018-08-02 11:12:16+00:00,9.47,CUS-2487424745,debit,153.41,-27.95,153.6,-28.65
authorized,1,POS,ef4a6ac7-a816-48d8-b30b-3985aff88a64,107.79,2018-08-02,M,18,Labrador,QLD,2018-08-02 11:29:19+00:00,20.42,CUS-3336454548,debit,153.41,-28.01,153.4,-27.94
authorized,1,POS,a87b2691-41a6-445a-b802-60b2c91e17bf,96.25,2018-08-02,F,21,Darwin City,NT,2018-08-02 11:35:00+00:00,8.15,CUS-325142416,debit,130.84,-12.45,130.84,-12.46
authorized,1,POS,6612f628-3ffa-49c1-876f-8a380b650865,1742.72,2018-08-02,M,26,Fremantle,WA,2018-08-02 11:40:40+00:00,24.65,CUS-1646621553,debit,115.78,-31.90,115.75,-32.05
authorized,0,POS,7d3affdd-ac47-4894-bf45-292e4b9f67b7,3047.08,2018-08-02,F,30,Goulburn,NSW,2018-08-02 11:46:21+00:00,70.5,CUS-497688347,debit,138.63,-34.93,149.72,-34.76
authorized,1,SALES-POS,106e1272-44ab-4dcb-a438-dd98e0071e51,4.41,2018-08-02,F,43,Eden,NSW,2018-08-02 11:52:02+00:00,23.45,CUS-2599279756,debit,142.77,-37.06,149.9,-37.06
authorized,1,POS,55c32c50-3700-4a0e-9c97-175e0db530cd,35254.08,2018-08-02,M,42,Heyfield,VIC,2018-08-02 11:57:43+00:00,51.24,CUS-3151318058,debit,144.98,-37.84,146.79,-37.98
posted,0,PAY/SALARY,,50526.26,2018-08-02,M,78,,,2018-08-02 12:00:00+00:00,782.42,CUS-1646183815,credit,145.09,-37.82,,
posted,0,PHONE BANK,,186195.3,2018-08-02,F,40,,,2018-08-02 12:00:00+00:00,41.0,CUS-527400765,debit,143.83,-37.66,,
posted,0,PAYMENT,,715.75,2018-08-02,M,21,,,2018-08-02 12:00:00+00:00,35.0,CUS-537508723,debit,147.08,-37.97,,
authorized,1,POS,66482c86-57d7-4aee-af3e-76100e7518e3,3008.22,2018-08-02,F,30,Uraidla,SA,2018-08-02 12:10:00+00:00,38.86,CUS-497688347,debit,138.63,-34.93,138.75,-34.96
authorized,1,SALES-POS,8927cdaf-73bc-49c2-ad75-0ebfbe983053,1903.7,2018-08-02,F,35,Yass,NSW,2018-08-02 12:26:40+00:00,32.97,CUS-2650223890,debit,138.69,-34.84,148.91,-34.84
authorized,0,POS,bdd0294c-fd9f-408a-baca-143d4bd00884,27898.89,2018-08-02,M,21,Leopold,VIC,2018-08-02 12:43:20+00:00,24.17,CUS-2059096722,debit,146.92,-36.07,144.46,-38.19
posted,0,INTER BANK,,8189.12,2018-08-02,M,23,,,2018-08-02 13:00:00+00:00,117.0,CUS-1462656821,debit,151.27,-33.76,,
posted,0,PAY/SALARY,,2511.5,2018-08-02,M,22,,,2018-08-02 13:00:00+00:00,2218.73,CUS-2283904812,credit,145.03,-37.88,,
posted,0,PAYMENT,,2666.12,2018-08-02,M,20,,,2018-08-02 13:00:00+00:00,15.0,CUS-2484453271,debit,145.23,-37.86,,
authorized,1,SALES-POS,8f7da23e-78da-47df-a17a-adc84a3d9b09,4158.41,2018-08-02,M,19,Kardinya,WA,2018-08-02 13:00:00+00:00,13.75,CUS-443776336,debit,115.98,-32.07,115.82,-32.07
authorized,1,SALES-POS,d7e1cb79-1d10-4d11-a077-1f85b9f02b68,86.96,2018-08-02,M,23,Narellan,NSW,2018-08-02 13:18:10+00:00,7.49,CUS-511326734,debit,150.90,-34.37,150.73,-34.04
authorized,1,SALES-POS,af9c548f-6075-4e00-887b-6aa2d7714e84,92.48,2018-08-02,M,18,Mermaid Waters,QLD,2018-08-02 13:36:21+00:00,15.31,CUS-3336454548,debit,153.41,-28.01,153.41,-28.05
authorized,0,POS,7bf8ed30-2236-46df-b601-2e10fadaf2c9,3130.0,2018-08-02,M,22,Lewisham,NSW,2018-08-02 13:54:32+00:00,28.51,CUS-326006476,debit,151.18,-33.80,151.15,-33.9
posted,0,PAYMENT,,6954.77,2018-08-02,M,39,,,2018-08-02 14:00:00+00:00,60.0,CUS-1790886359,debit,145.17,-37.84,,
posted,0,PAY/SALARY,,1811.47,2018-08-02,M,30,,,2018-08-02 14:00:00+00:00,1808.62,CUS-860700529,credit,153.05,-27.61,,
authorized,1,POS,ebee4cb7-91db-43e1-aab7-730bbe227f29,1712.39,2018-08-02,M,26,Leederville,WA,2018-08-02 14:10:03+00:00,30.33,CUS-1646621553,debit,115.78,-31.90,115.84,-31.94
authorized,1,SALES-POS,1de4fdda-bc50-4deb-9d7f-22948091f3c7,14.26,2018-08-02,M,31,Ryde,NSW,2018-08-02 14:15:58+00:00,20.07,CUS-2083971310,debit,151.11,-33.99,151.11,-33.81
authorized,0,POS,0cd4b13e-0508-4cd6-8b65-20955b51e629,1948.27,2018-08-02,M,69,Melbourne,VIC,2018-08-02 14:21:53+00:00,20.78,CUS-1388323263,debit,144.96,-37.76,144.98,-37.83
authorized,1,POS,9ff90027-5ca7-4c4a-908f-02dbcc9b699e,30130.77,2018-08-02,M,28,Lavender Bay,NSW,2018-08-02 14:27:48+00:00,32.67,CUS-2663907001,debit,151.12,-33.89,151.21,-33.84
authorized,1,POS,7e0fa6aa-b48a-4d55-afed-ff2034fda51c,66.15,2018-08-02,F,27,Northgate,QLD,2018-08-02 14:33:43+00:00,50.93,CUS-3026014945,debit,116.06,-32.00,153.07,-27.39
authorized,1,SALES-POS,ffb84541-d4df-49f9-87c0-7b0b7a7eb791,823.87,2018-08-02,F,19,Sunbury,VIC,2018-08-02 14:45:33+00:00,18.2,CUS-1928710999,debit,145.15,-37.76,144.73,-37.58
authorized,1,POS,9048af37-4a3d-496f-a9d6-25ce11dbe914,35238.13,2018-08-02,M,42,Glengala,VIC,2018-08-02 14:51:28+00:00,15.95,CUS-3151318058,debit,144.98,-37.84,144.82,-37.78
authorized,1,SALES-POS,0b5d87a1-cc4d-46f1-b2bd-0aa4e21ccfb7,1791.0,2018-08-02,F,40,Browns Plains,QLD,2018-08-02 14:57:23+00:00,25.34,CUS-1614226872,debit,153.10,-27.66,153.04,-27.66
posted,0,PAY/SALARY,,2480.74,2018-08-02,M,44,,,2018-08-02 15:00:00+00:00,596.33,CUS-1233833708,credit,145.18,-37.90,,
posted,0,PAYMENT,,1758.0,2018-08-02,F,40,,,2018-08-02 15:00:00+00:00,33.0,CUS-1614226872,debit,153.10,-27.66,,
posted,0,PAY/SALARY,,6722.85,2018-08-02,M,26,,,2018-08-02 15:00:00+00:00,1433.98,CUS-880898248,credit,144.89,-37.69,,
authorized,1,SALES-POS,b148efb5-b7ac-46a6-9bd3-d42e8447a3a2,332.57,2018-08-02,F,21,Doncaster,VIC,2018-08-02 15:03:41+00:00,12.23,CUS-134193016,debit,145.06,-37.95,145.13,-37.78
authorized,1,POS,ec141b19-89cc-42cb-9c0b-4493ab9a80b5,1550.27,2018-08-02,F,41,Parkville,VIC,2018-08-02 15:10:15+00:00,107.67,CUS-2348881191,debit,144.93,-37.79,144.96,-37.8
authorized,1,SALES-POS,08301df2-1d46-4c51-a1ac-f2a4eefe43ef,24268.73,2018-08-02,F,50,Mckinnon,VIC,2018-08-02 15:16:50+00:00,10.13,CUS-2977593493,debit,144.96,-37.69,145.05,-37.91
authorized,0,SALES-POS,86dde4fe-7852-4ea4-856e-46959a0d3796,1789.31,2018-08-02,M,30,Toowoomba,QLD,2018-08-02 15:23:25+00:00,22.16,CUS-860700529,debit,153.05,-27.61,151.97,-27.57
authorized,1,SALES-POS,c6bf12ba-12c7-413d-8219-d68eceece31e,1014.72,2018-08-02,M,25,Gooseberry Hill,WA,2018-08-02 15:29:59+00:00,41.66,CUS-3989008654,debit,115.79,-31.94,116.05,-31.96
authorized,1,SALES-POS,5d98c351-be27-43c5-abe7-3a21e423baf6,1236.27,2018-08-02,F,30,Sydney,NSW,2018-08-02 15:36:34+00:00,8.18,CUS-1271030853,debit,145.04,-37.85,151.21,-33.87
authorized,1,SALES-POS,cb641e09-bc57-4192-b8db-515a25de31c0,50637.85,2018-08-02,M,19,Ravenswood,WA,2018-08-02 15:43:09+00:00,19.8,CUS-1609060617,debit,115.90,-31.92,115.83,-32.58
authorized,1,SALES-POS,027c3f27-080e-4927-9371-feae5ff0d17d,842.78,2018-08-02,F,24,Subiaco,WA,2018-08-02 15:49:44+00:00,4.71,CUS-423725039,debit,116.00,-31.88,115.82,-31.95
authorized,1,SALES-POS,305e042f-991a-4d4b-b267-394ae087c7f2,1663.59,2018-08-02,M,26,Claremont,WA,2018-08-02 15:56:18+00:00,48.8,CUS-1646621553,debit,115.78,-31.90,115.78,-31.98
posted,0,PAY/SALARY,,1634.77,2018-08-02,F,43,,,2018-08-02 16:00:00+00:00,1630.36,CUS-2599279756,credit,142.77,-37.06,,
posted,0,PAY/SALARY,,1361.79,2018-08-02,M,37,,,2018-08-02 16:00:00+00:00,916.75,CUS-3201519139,credit,149.19,-21.15,,
authorized,1,POS,feda5c3b-b971-4d0f-bd4e-00910b13a027,2866.56,2018-08-02,M,22,Parramatta,NSW,2018-08-02 16:07:12+00:00,263.44,CUS-326006476,debit,151.18,-33.80,150.99,-33.82
authorized,1,POS,e118ada1-248d-407c-8e8c-553cbc134cfd,2.38,2018-08-02,F,18,Punchbowl,NSW,2018-08-02 16:23:36+00:00,36.17,CUS-586638664,debit,150.79,-33.64,151.06,-33.92
authorized,1,POS,41e75a91-399c-431a-bc46-b2300178c051,326.94,2018-08-02,F,21,Mitcham,VIC,2018-08-02 16:39:59+00:00,5.63,CUS-134193016,debit,145.06,-37.95,145.19,-37.82
authorized,0,POS,d2372bc1-5983-4d93-8759-489362ab5377,8144.24,2018-08-02,M,23,Kadina,SA,2018-08-02 16:56:23+00:00,44.88,CUS-1462656821,debit,151.27,-33.76,137.72,-33.96
posted,0,PAYMENT,,7963.24,2018-08-02,M,23,,,2018-08-02 17:00:00+00:00,181.0,CUS-1462656821,debit,151.27,-33.76,,
posted,0,PAYMENT,,1020.55,2018-08-02,M,44,,,2018-08-02 17:00:00+00:00,15.0,CUS-1892177589,debit,144.79,-37.73,,
posted,0,PAY/SALARY,,42790.09,2018-08-02,M,22,,,2018-08-02 17:00:00+00:00,3195.01,CUS-3462882033,credit,145.03,-37.91,,
posted,0,PAYMENT,,263.09,2018-08-02,F,34,,,2018-08-02 17:00:00+00:00,37.0,CUS-4142663097,debit,130.90,-12.37,,
posted,0,PAY/SALARY,,1067.25,2018-08-02,F,35,,,2018-08-02 17:00:00+00:00,725.32,CUS-72755508,credit,150.62,-33.76,,
authorized,1,POS,dd297a7b-d6e0-4706-9729-0d25cc2eba14,661.06,2018-08-02,M,42,Wollongong,NSW,2018-08-02 17:07:29+00:00,28.16,CUS-3904958894,debit,150.90,-33.78,150.89,-34.42
authorized,1,SALES-POS,026c8f57-2c11-4651-81fd-75fdd4305c00,200.94,2018-08-02,M,37,Yamba,NSW,2018-08-02 17:17:06+00:00,4.99,CUS-2695611575,debit,153.32,-27.93,153.36,-29.44
authorized,1,POS,bb7c5b63-4b10-431d-98ac-1acc5a986c0b,636.59,2018-08-02,M,42,Brookvale,NSW,2018-08-02 17:36:20+00:00,24.47,CUS-3904958894,debit,150.90,-33.78,151.27,-33.76
authorized,1,SALES-POS,4247b971-f70e-437a-bda8-954adefab19e,2658.88,2018-08-02,M,20,Collingwood,VIC,2018-08-02 17:45:57+00:00,7.24,CUS-2484453271,debit,145.23,-37.86,144.98,-37.8
authorized,1,SALES-POS,38ffa834-11d6-461a-a748-bd3df9d4db57,27884.42,2018-08-02,M,21,Wodonga,VIC,2018-08-02 17:55:34+00:00,14.47,CUS-2059096722,debit,146.92,-36.07,146.88,-36.12
posted,0,PAYMENT,,7922.24,2018-08-02,M,23,,,2018-08-02 18:00:00+00:00,41.0,CUS-1462656821,debit,151.27,-33.76,,
posted,0,PAYMENT,,230.86,2018-08-02,M,38,,,2018-08-02 18:00:00+00:00,49.0,CUS-1604596597,debit,138.67,-34.86,,
posted,0,PAYMENT,,186174.3,2018-08-02,F,40,,,2018-08-02 18:00:00+00:00,21.0,CUS-527400765,debit,143.83,-37.66,,
posted,0,PAYMENT,,1540.46,2018-08-02,F,21,,,2018-08-02 18:00:00+00:00,135.0,CUS-809013380,debit,114.62,-28.80,,
authorized,1,SALES-POS,4d0051b3-91be-4db7-b397-ac82ea844118,13583.79,2018-08-02,F,46,North Sydney,NSW,2018-08-02 18:11:59+00:00,97.95,CUS-1499065773,debit,151.09,-33.91,151.21,-33.84
authorized,0,POS,c251a571-814d-47fc-bfb5-928382086f12,11424.58,2018-08-02,M,24,Kelvin Grove,QLD,2018-08-02 18:56:26+00:00,13.93,CUS-51506836,debit,152.99,-27.49,153.01,-27.45
posted,0,PAYMENT,,260464.83,2018-08-02,M,46,,,2018-08-02 19:00:00+00:00,50.0,CUS-2370108457,debit,144.99,-37.90,,
authorized,1,SALES-POS,6ebd2df0-cac1-4f66-a979-01fb18c1f129,605.9,2018-08-02,M,42,Northmead,NSW,2018-08-02 19:07:18+00:00,30.69,CUS-3904958894,debit,150.90,-33.78,150.99,-33.8
authorized,1,POS,959694dd-5121-4e68-9d7f-ad35790519e3,1608.28,2018-08-02,F,43,Mansfield,VIC,2018-08-02 19:15:59+00:00,26.49,CUS-2599279756,debit,142.77,-37.06,146.09,-37.05
authorized,1,POS,441fb5fc-693f-4898-a0e9-ac8ea1bbfbd4,50192.66,2018-08-02,M,38,Darwin City,NT,2018-08-02 19:24:41+00:00,190.5,CUS-495599312,debit,130.98,-12.49,130.78,-12.39
authorized,1,SALES-POS,f508fb74-e9e5-4f0a-bf9f-10b00516b565,30102.06,2018-08-02,M,28,Moorebank,NSW,2018-08-02 19:33:23+00:00,28.71,CUS-2663907001,debit,151.12,-33.89,150.94,-33.94
authorized,1,SALES-POS,59ba0b94-0a95-4a8c-b11c-7ee934e3ea4d,105.89,2018-08-02,F,30,West Perth,WA,2018-08-02 19:42:05+00:00,22.87,CUS-55310383,debit,149.83,-29.47,115.84,-31.95
authorized,0,POS,f4c25daa-db9b-4373-9d40-645cd4654f40,5748.22,2018-08-02,M,38,Chippendale,NSW,2018-08-02 19:50:46+00:00,40.31,CUS-1478398256,debit,143.88,-37.66,151.2,-33.89
authorized,1,SALES-POS,1064ce7c-6fce-428f-9d56-a6980e100997,996.97,2018-08-02,F,35,Northmead,NSW,2018-08-02 19:59:28+00:00,70.28,CUS-72755508,debit,150.62,-33.76,151,-33.79
posted,0,PAYMENT,,979.55,2018-08-02,M,44,,,2018-08-02 20:00:00+00:00,41.0,CUS-1892177589,debit,144.79,-37.73,,
posted,0,PAYMENT,,290.88,2018-08-02,M,22,,,2018-08-02 20:00:00+00:00,195.0,CUS-3431016847,debit,151.08,-33.93,,
authorized,1,SALES-POS,8f49e7a9-c5ca-4c7a-81dc-911ec5e52ba6,50590.99,2018-08-02,M,19,Ringwood,VIC,2018-08-02 20:15:39+00:00,46.86,CUS-1609060617,debit,115.90,-31.92,145.15,-37.71
authorized,1,POS,9fafd25e-2baa-44ee-8ca3-bd2edfcd9150,485.88,2018-08-02,M,22,Liverpool,NSW,2018-08-02 20:32:19+00:00,23.25,CUS-3431016847,debit,151.08,-33.93,150.92,-33.91
authorized,1,POS,f3b432d7-4224-4216-9f69-972559838cba,11366.83,2018-08-02,M,24,Sydney,NSW,2018-08-02 20:48:59+00:00,57.75,CUS-51506836,debit,152.99,-27.49,151.21,-33.87
posted,0,PAYMENT,,42704.09,2018-08-02,M,22,,,2018-08-02 21:00:00+00:00,86.0,CUS-3462882033,debit,145.03,-37.91,,
posted,0,PHONE BANK,,6866.65,2018-08-02,M,28,,,2018-08-02 21:00:00+00:00,58.0,CUS-4023861240,debit,147.63,-22.84,,
authorized,0,POS,e3e28ad9-50a4-4a33-b675-bb611d49b517,147.58,2018-08-02,M,35,Kalbarri,WA,2018-08-02 21:14:43+00:00,42.94,CUS-2738291516,debit,153.02,-27.66,114.17,-27.7
authorized,1,SALES-POS,9bd98735-8b39-4eb1-9226-4624430f74a1,424.01,2018-08-02,F,53,Rangeville,QLD,2018-08-02 21:36:42+00:00,39.95,CUS-1005756958,debit,153.03,-27.51,151.98,-27.59
authorized,1,SALES-POS,c650b4d8-848b-411a-a56e-70a914fbba7c,119.37,2018-08-02,M,35,Meadowbrook,QLD,2018-08-02 21:47:41+00:00,28.21,CUS-2738291516,debit,153.02,-27.66,153.14,-27.67
authorized,1,SALES-POS,29bb0d4c-f4dd-435b-9b98-1d17590575ce,6708.49,2018-08-02,M,26,Saint Albans,VIC,2018-08-02 21:58:40+00:00,14.36,CUS-880898248,debit,144.89,-37.69,144.8,-37.74
posted,0,PAYMENT,,2795.85,2018-08-02,F,25,,,2018-08-02 22:00:00+00:00,32.0,CUS-1220154422,debit,150.50,-23.40,,
posted,0,PAYMENT,,5986.68,2018-08-02,M,35,,,2018-08-02 22:00:00+00:00,36.0,CUS-1896554896,debit,151.68,-32.98,,
